NaN,NaN
49.912216,-6.290833
49.911659,-6.311389
49.911942,-6.317223
49.915276,-6.3175
49.928886,-6.308056
49.931938,-6.305556
49.933609,-6.30139
49.933884,-6.295
49.929443,-6.2875
49.926666,-6.285001
49.92083,-6.280001
49.918884,-6.279167
49.913887,-6.286389
49.912216,-6.290833
NaN,NaN
50.687492,-1.059722
50.601944,-1.168334
50.593605,-1.191389
50.587219,-1.215278
50.582497,-1.241667
50.578888,-1.2825
50.618607,-1.3675
50.660828,-1.473056
50.667221,-1.493611
50.66861,-1.499167
50.668884,-1.512222
50.667496,-1.523334
50.663605,-1.538056
50.657494,-1.569167
50.660553,-1.57
50.675278,-1.550833
50.695274,-1.523334
50.771111,-1.308889
50.771942,-1.296945
50.771385,-1.291389
50.737495,-1.118056
50.735275,-1.113889
50.720551,-1.093889
50.687492,-1.059722
NaN,NaN
50.777496,-0.938333
50.774437,-0.960556
50.776108,-0.972778
50.785828,-1.0225
50.789444,-1.021667
50.791939,-1.018889
50.830276,-0.975833
50.830826,-0.970833
50.82972,-0.964445
50.822495,-0.949167
50.819443,-0.946389
50.780548,-0.936111
50.777496,-0.938333
NaN,NaN
51.159439,-4.651668
51.158333,-4.663611
51.159439,-4.669168
51.161385,-4.673334
51.165276,-4.674445
51.185272,-4.67139
51.193054,-4.669445
51.195,-4.665556
51.195,-4.65889
51.192215,-4.656389
51.164444,-4.646389
51.160828,-4.646945
51.159439,-4.651668
NaN,NaN
51.358055,0.904722
51.357216,0.899167
51.35833,0.885278
51.369438,0.7875
51.370552,0.781111
51.375832,0.766111
51.380829,0.759444
51.39444,0.745278
51.400276,0.740833
51.408333,0.735
51.429718,0.740556
51.443604,0.748889
51.444717,0.760278
51.439995,0.791111
51.421387,0.892222
51.418884,0.904167
51.416939,0.908889
51.398888,0.930555
51.393608,0.936667
51.384995,0.943889
51.378609,0.9475
51.374718,0.947778
51.371109,0.946944
51.369164,0.9425
51.358055,0.904722
NaN,NaN
53.238609,-4.571389
53.238052,-4.5775
53.256104,-4.606945
53.278328,-4.664445
53.280273,-4.676945
53.285553,-4.683056
53.301384,-4.69389
53.304161,-4.691945
53.317772,-4.68139
53.320831,-4.678612
53.321388,-4.672501
53.323051,-4.626667
53.321388,-4.621667
53.297218,-4.590834
53.258331,-4.560556
53.25444,-4.559445
